,tweet_created,tweet_id,full_text,cleaned_text,sentiment_confidence,sentiment,sentiment_encoded
3461,2015-08-07 09:18:32 -0700,6.296880818812396e+17,RT @FMJAmerican: Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOP…,megyn kelly chris wallace and brett bair were no doubt posing questions to incite attacks and dramaand it backfired gop…,1.0,Negative,0
3462,2015-08-07 09:18:31 -0700,6.29688079914152e+17,Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak debate. #outnumbered,why is outnumbered trying to make the gopdebate more exciting than it was has all shows promoting the weak debate outnumbered,0.7056,Negative,0
3463,2015-08-07 09:18:31 -0700,6.296880796708864e+17,Waiting for the internet to do a mash-up of @realDonaldTrump's #GOPDebate highlights &amp; @RaeSremmurd's Up Like Trump: https://t.co/sZQBYrQwwz,waiting for the internet to do a mashup of gopdebate highlights  up like trump ,0.6936,Negative,0
3464,2015-08-07 09:18:30 -0700,6.296880754934497e+17,"Donna Brazile saying ""They offered testosterone with a bit of Tabasco."" Isnt this sexist too? Bad comment. #GOPDebate #donnabrazile",donna brazile saying they offered testosterone with a bit of tabasco is not this sexist too bad comment gopdebate donnabrazile,0.6742,Negative,0
3465,2015-08-07 09:18:30 -0700,6.296880752837755e+17,The winner of the GOP debate was ... Hillary Clinton! #GOPDebate,the winner of the gop debate was  hillary clinton gopdebate,0.6907,Negative,0
3466,2015-08-07 09:18:28 -0700,6.296880657415823e+17,"Megyn Kelly played the Female Card. It added nothing to the debate. 
#GOPDebate  https://t.co/749kiiiO2A",megyn kelly played the female card it added nothing to the debate gopdebate ,1.0,Negative,0
3467,2015-08-07 09:18:28 -0700,6.296880654773617e+17,Wondering how the day after the #GOPDebate is going? I've ordered Dominos and read through my watch party swag: http://t.co/NQqXm33AEr,wondering how the day after the gopdebate is going i have ordered dominos and read through my watch party swag ,0.6649,Positive,4
3468,2015-08-07 09:18:28 -0700,6.296880654689485e+17,RT @Bidenshairplugs: American kids of European ancestry are among the smartest kids in the world. Our problem is we are importing third wor…,american kids of european ancestry are among the smartest kids in the world our problem is we are importing third wor…,0.6552,Negative,0
3469,2015-08-07 09:18:28 -0700,6.296880654061609e+17,But the sound bite Rush Limbaugh played was @CarlyFiorina on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.,but the sound bite rush limbaugh played was on hillary clinton gopdebate carly democrat party is undermining us fabric,0.6503,Negative,0
3470,2015-08-07 09:18:27 -0700,6.296880596222566e+17,Candidates who argue folks opposed to abortion shouldn't have to tax fund PP are gonna be mad when I tax veto this Mexico wall #GOPDebate,candidates who argue folks opposed to abortion should not have to tax fund pp are going to be mad when i tax veto this mexico wall gopdebate,1.0,Negative,0
3471,2015-08-07 09:18:26 -0700,6.296880578606367e+17,The fact that several #GOPDebate-rs admit a voice in their head told them to run underscores the need for a mental health system overhaul.,the fact that several gopdebaters admit a voice in their head told them to run underscores the need for a mental health system overhaul,1.0,Negative,0
3472,2015-08-07 09:18:24 -0700,6.296880476768256e+17,Next #GOPdebate: reality dating show format in which Megyn Kelly  is the Bachelorette and has only 9 roses.,next gopdebate reality dating show format in which megyn kelly is the bachelorette and has only 9 roses,1.0,Negative,0
3473,2015-08-07 09:18:23 -0700,6.296880464771277e+17,RT @CarlSpry: #Outnumbered please don't jump on @Foxnews' bandwagon. Hold yourselves &amp; the #GOPDebate moderators accountable for their view…,outnumbered please do not jump on bandwagon hold yourselves  the gopdebate moderators accountable for their view…,0.6838,Negative,0
3474,2015-08-07 09:18:23 -0700,6.296880461626081e+17,"RT @BuckSexton: Hey Jeb: ""earned legal status"" = Amnesty. We've played this game before. #GOPDebate",hey jeb earned legal status  amnesty we have played this game before gopdebate,0.6667,Neutral,2
3475,2015-08-07 09:18:23 -0700,6.29688044950401e+17,"Women always call men pigs. If #Trump calls them a dog they should shut up, hypocrites @realdonaldtrump @megynkelly #GOPDebate #tcot #tlot",women always call men pigs if trump calls them a dog they should shut up hypocrites gopdebate tcot tlot,0.3333,Positive,4
3476,2015-08-07 09:18:23 -0700,6.296880448203653e+17,"Like #gop establishment, @FoxNews seems to circle wagons &amp; disdain #conservatives. Becoming CNN?

#GOPDebate 

http://t.co/F2bOJSTiB5",like gop establishment seems to circle wagons  disdain conservatives becoming cnn gopdebate ,1.0,Negative,0
3477,2015-08-07 09:18:23 -0700,6.29688043570602e+17,RT @bengeesaman: Trump answers every question with an insult that is completely off topic. 😂 #GOPDebate,trump answers every question with an insult that is completely off topic :face_with_tears_of_joy: gopdebate,1.0,Negative,0
3478,2015-08-07 09:18:22 -0700,6.29688040135467e+17,"On energy, the Republican candidates sounded a lot like Obama? http://t.co/5LACcafUXW (via @slate) #GOPDebate #RepublicanDebate #EagleFord",on energy the republican candidates sounded a lot like obama  via gopdebate republicandebate eagleford,0.7033,Negative,0
3479,2015-08-07 09:18:21 -0700,6.296880364778947e+17,@realDonaldTrump @FoxNews so much fun watching the GOP/FOX circus implode. #GOPDebate,so much fun watching the gopfox circus implode gopdebate,0.6564,Positive,4
3481,2015-08-07 09:18:20 -0700,6.296880305473413e+17,"To make it easier for you younger folks to understand...

@realDonaldTrump's douchebaggery game is on FLEEK!

#GOPDebate #whatadick",to make it easier for you younger folks to understand douchebaggery game is on fleek gopdebate whatadick,1.0,Negative,0
3482,2015-08-07 09:18:19 -0700,6.296880293393818e+17,RT @socknstocks: I feel like trump's hair is enough to tell u he doesn't have a handle on things #GOPDebate,i feel like trumps hair is enough to tell you he does not have a handle on things gopdebate,0.6429,Negative,0
3483,2015-08-07 09:18:16 -0700,6.296880156155658e+17,"I was looking forward 2 a fair &amp; substantive #GOPDebate what i got was 3 Trump hating,libeRino Jeb luvin gop estab butt kissin tabloid filth",i was looking forward 2 a fair  substantive gopdebate what i got was 3 trump hatingliberino jeb luvin gop estab butt kissin tabloid filth,0.6362,Negative,0
3484,2015-08-07 09:18:16 -0700,6.296880151247585e+17,"RT @2tuff15: Dont know who won the #GOPDebate but I know who lost....me, cause I watched it.",do not know who won the gopdebate but i know who lostme because i watched it,1.0,Negative,0
3485,2015-08-07 09:18:15 -0700,6.29688012973015e+17,RT @washingtonpost: We fact checked 20 claims from last night's GOP presidential debates http://t.co/fohizbM2xm #factsonly #GoPdebate,we fact checked 20 claims from last nights gop presidential debates  factsonly gopdebate,0.6222,Neutral,2
3486,2015-08-07 09:18:15 -0700,6.296880120420557e+17,RT @AmyMek: Thank you @seanhannity for being One of the Only True Conservatives at @FoxNews! Patriots appreciate you &amp; America needs you! #…,thank you for being one of the only true conservatives at patriots appreciate you  america needs you …,1.0,Positive,4
3487,2015-08-07 09:18:15 -0700,6.296880112535429e+17,Trump should become host of Fox News... maybe I'd actually watch it. Stand-up comedy at its finest #GOPDebate,trump should become host of fox news maybe i would actually watch it standup comedy at its finest gopdebate,1.0,Negative,0
3488,2015-08-07 09:18:14 -0700,6.29688006522327e+17,"RT @RexHuppke: John Kasich admits going to a gay wedding.

He will be missed.

#GOPDebate",john kasich admits going to a gay wedding he will be missed gopdebate,0.6819,Neutral,2
3489,2015-08-07 09:18:14 -0700,6.296880056247583e+17,Phenomenal analysis of the #GOPDebate by @guypbenson - be sure to follow #RSG15 for the major candidates' next stop! https://t.co/VewxHJKIJX,phenomenal analysis of the gopdebate by  be sure to follow rsg15 for the major candidates next stop ,1.0,Positive,4
3490,2015-08-07 09:18:14 -0700,6.296880047060541e+17,"An illegal alien can be deported 5 X, make it back into the country, kill an American woman, but Trump can't call someone a dog. #GOPDebate",an illegal alien can be deported 5 x make it back into the country kill an american woman but trump can not call someone a dog gopdebate,0.6836,Negative,0
3491,2015-08-07 09:18:12 -0700,6.296879969047962e+17,"RT @deabillk: 99% sure none of these candidates have read the deal in full, yet they're somehow sure of its failure. #GOPdebate",99 sure none of these candidates have read the deal in full yet they are somehow sure of its failure gopdebate,0.6471,Negative,0
3492,2015-08-07 09:18:11 -0700,6.296879953527685e+17,"If there's anything Republican candidates have learned from the 2012 election, it's nothing.

#GOPDebate",if there is anything republican candidates have learned from the 2012 election it is nothing gopdebate,1.0,Negative,0
3493,2015-08-07 09:18:11 -0700,6.296879944301486e+17,Rubio actually answering a question about immigration. Color me impressed #GOPDebate,rubio actually answering a question about immigration color me impressed gopdebate,0.3444,Positive,4
3494,2015-08-07 09:18:09 -0700,6.29687987371135e+17,Were the #Koch brothers disappointed that the swimsuit portion was not aired #GOPDebate,were the koch brothers disappointed that the swimsuit portion was not aired gopdebate,0.6725,Negative,0
3495,2015-08-07 09:18:09 -0700,6.296879848042619e+17,"Unlike John Kasich, I do not recognize and/or accept the @USSupremeCourt ruling on Marriage Equality #GOPDebate",unlike john kasich i do not recognize andor accept the ruling on marriage equality gopdebate,0.6845,Negative,0
3496,2015-08-07 09:18:09 -0700,6.296879840912343e+17,"RT @MattyIceAZ: To be fair, Marco Rubio has a point. Tougher immigration laws might have prevented his parents from getting in. #GOPDebate",to be fair marco rubio has a point tougher immigration laws might have prevented his parents from getting in gopdebate,0.6848,Positive,4
3497,2015-08-07 09:18:08 -0700,6.296879814991503e+17,"Spot on by @NYTimeskrugman - #GOPDebate Presidential field ""a lineup of cranks"" #2016 http://t.co/WOQo4VLY9P",spot on by  gopdebate presidential field a lineup of cranks 2016 ,0.6907,Negative,0
3498,2015-08-07 09:18:05 -0700,6.296879701282652e+17,"RT @Radia_a_a: If we vote for you will anime become real?
 #GOPDebate",if we vote for you will anime become real gopdebate,0.6639,Neutral,2
3499,2015-08-07 09:18:05 -0700,6.296879679219999e+17,"#RonPaul proved at the #GOPDebate
That he isn't ready or qualified to be
#POTUS",ronpaul proved at the gopdebate that he is not ready or qualified to be potus,1.0,Negative,0
3500,2015-08-07 09:18:05 -0700,6.296879671504159e+17,"The Democrat Party is undermining the very character of this nation. --
Carly Fiorina #GOPDebate winner",the democrat party is undermining the very character of this nation  carly fiorina gopdebate winner,0.6611,Negative,0
3501,2015-08-07 09:18:03 -0700,6.296879591141212e+17,RT @benshapiro: Jindal giving excellent Planned Parenthood answer here. #GOPDebate,jindal giving excellent planned parenthood answer here gopdebate,1.0,Positive,4
3502,2015-08-07 09:18:02 -0700,6.296879546470728e+17,RT @ClimateDesk: Check out @BernieSanders' tweets about how Fox's #GOPdebate dealt with climate http://t.co/Vdi62oTUqO via @grist http://t.…,check out tweets about how foxs gopdebate dealt with climate  via …,0.6494,Neutral,2
3503,2015-08-07 09:18:00 -0700,6.296879480955208e+17,I just noticed that Rubio's ears are huge. #GOPDebate,i just noticed that rubios ears are huge gopdebate,0.6584,Negative,0
3504,2015-08-07 09:17:59 -0700,6.29687945323135e+17,"RT @JessicaValenti: If these dudes are so anti-abortion, I'd like to hear their plan for expanding birth control and Plan B. WAITING. #GOPD…",if these dudes are so antiabortion i would like to hear their plan for expanding birth control and plan b waiting gopd…,0.6264,Negative,0
3505,2015-08-07 09:17:59 -0700,6.296879436077875e+17,RT @TeamMarcoNY: .@marcorubio is the LEADER we need to save this country and the American Dream! #GOPDebate #TeamMarco http://t.co/gC1hKxJA…, is the leader we need to save this country and the american dream gopdebate teammarco …,1.0,Positive,4
3506,2015-08-07 09:17:58 -0700,6.296879396651663e+17,#GOPDebate #DonaldTrump all the way. Time to fix Obama's mess.,gopdebate donaldtrump all the way time to fix obamas mess,0.6531,Positive,4
3507,2015-08-07 09:17:57 -0700,6.296879351772242e+17,"vicenews: Here's what happened at last night's #GOPDebate. Yes, realDonaldTrump was there: http://t.co/5Sgveo7r8n http://t.co/ASdsfke513",vicenews heres what happened at last nights gopdebate yes realdonaldtrump was there  ,0.3678,Neutral,2
3508,2015-08-07 09:17:57 -0700,6.296879351143096e+17,"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/CBj5lBdlZj",last nights gopdebate what topics merited attention and which were ignored goptbt ,1.0,Neutral,2
3509,2015-08-07 09:17:57 -0700,6.296879350387917e+17,RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/BGlK509Gv0,tates5a surprise of the night berniesanders won gopdebate with debatewithbernie on twitter … ,0.6744,Positive,4
3510,2015-08-07 09:17:56 -0700,6.296879331723796e+17,"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/D0F07gyeT4",abcs ignores 5 pm gopdebate omits line on trump ,1.0,Neutral,2
3511,2015-08-07 09:17:56 -0700,6.296879299341967e+17,@clarawrrr Pro life Till it gets a quality education &amp; rejects Conservative  principles. #GOPDebate,pro life till it gets a quality education  rejects conservative principles gopdebate,0.6522,Negative,0
